PhotoID,UserID,Latitude,Longitude,Accuracy
4260026703,31477369@N00,-122.441897,37.778168,15.0
8181028979,65986072@N00,-122.467947,37.771342,16.0
59459799,33722054@N00,-122.434628,37.760757,16.0
3961547224,55514420@N00,-122.36731,37.819344,15.0
8355030824,89306448@N00,-122.411334,37.76300000000001,16.0
8091785879,44124466908@N01,-122.452789,37.769241,16.0
5753594633,13614261@N00,-122.419807,37.800464,16.0
4145266303,45102676@N07,-122.416448,37.780238,16.0
133842553,50933076@N00,-122.419452,37.80207,15.0
9662392313,38235069@N00,-122.456834,37.802166,16.0
489063250,10932175@N00,-122.405859,37.802404,16.0
7306241476,35034346886@N01,-122.43138799999998,37.753703,16.0
3170311544,51352098@N00,-122.466781,37.770236,16.0
3349065582,69851976@N00,-122.490837,37.787498,16.0
2816781314,66438534@N00,-122.430122,37.807724,16.0
4674357182,45013875@N00,-122.46775900000002,37.797532,16.0
3070385128,29797746@N08,-122.421276,37.807122,16.0
2703861915,19121199@N00,-122.420289,37.767848,15.0
5593928652,26728047@N05,-122.401512,37.784225,15.0
9251923025,95881098@N00,-122.430009,37.7853,16.0
2049415260,90088957@N00,-122.422199,37.787538,16.0
3946153458,44124466908@N01,-122.398692,37.79528300000001,16.0
10370576894,81851947@N00,-122.389334,37.778,16.0
6218498193,39435029@N00,-122.405667,37.786666,16.0
8194170689,43498286@N00,-122.430834,37.769,16.0
4990090467,32389209@N05,-122.504693,37.733241,16.0
5446483053,30595595@N00,-122.42268500000002,37.82648,15.0
225773582,53546415@N00,-122.485617,37.76923,15.0
8018607438,63936444@N04,-122.407929,37.776846,16.0
3265068228,35004153@N08,-122.427628,37.766264,16.0
8461389082,98862796@N00,-122.411202,37.810411,16.0
658310860,98479051@N00,-122.42619,37.759917,16.0
6040377159,63215589@N00,-122.466316,37.769934,15.0
3061036081,32782751@N07,-122.43953700000002,37.806783,15.0
41503506,69754957@N00,-122.41913,37.803104,16.0
3647455421,87533642@N00,-122.491925,37.770331,16.0
4176333363,25678284@N03,-122.42074,37.754853,14.0
5788167414,25093253@N05,-122.422167,37.826,16.0
6233214721,44551309@N08,-122.42113700000002,37.825175,16.0
2207547980,51035555243@N01,-122.500724,37.784405,16.0
3978600376,25678284@N03,-122.407608,37.784405,16.0
1226373192,8392121@N02,-122.394132,37.793541,14.0
462929114,70505071@N00,-122.405768,37.802455,16.0
6891469098,95394384@N00,-122.430374,37.808682,14.0
3007506330,81755678@N00,-122.421147,37.798858,16.0
5674303129,26014981@N02,-122.495343,37.747842,16.0
8628638943,10069023@N00,-122.399,37.759166,16.0
4702495290,56384399@N00,-122.398047,37.77017100000001,16.0
8073286093,75964373@N00,-122.435837,37.760834,16.0
9431952251,14136614@N03,-122.44875,37.769642,16.0
4728383827,79781814@N00,-122.400902,37.786037,16.0
2601024295,23004521@N02,-122.44812,37.790251,7.0
100353212,32762124@N00,-122.460259,37.772576,16.0
270872937,20688578@N00,-122.385748,37.713188,16.0
3899176153,34507951@N07,-122.427901,37.75976,16.0
7542540124,61649406@N00,-122.417918,37.802273,16.0
7613702008,74215305@N00,-122.468526,37.766542,15.0
3760648496,38522426@N00,-122.422928,37.826768,16.0
2687545027,13334322@N00,-122.483798,37.769554,16.0
3854773129,44124466908@N01,-122.41383,37.763556,14.0
4336192343,44551309@N08,-122.469534,37.807808,16.0
8177526489,44124466908@N01,-122.4465,37.7935,16.0
3158506663,94159436@N00,-122.392576,37.794297,16.0
1669997647,77221056@N00,-122.409861,37.78279000000001,14.0
2624112668,35034345533@N01,-122.394948,37.777923,14.0
5249021767,44124466908@N01,-122.419667,37.778833,16.0
3693225895,69346531@N00,-122.409167,37.804833,16.0
4145653539,38956330@N00,-122.40752,37.787988,16.0
5028643813,8077563@N08,-122.466326,37.76992,15.0
137544689,44124466908@N01,-122.434832,37.762152,16.0
8680488770,34186459@N00,-122.428448,37.785266,16.0
2643508014,23004521@N02,-122.44812,37.790251,7.0
9181772500,20469985@N04,-122.411087,37.781577,16.0
334676150,53546415@N00,-122.449074,37.803714,16.0
13956559614,29602682@N04,-122.419415,37.774929,16.0
8290659796,35269053@N00,-122.403351,37.787406,16.0
4365439393,44124466908@N01,-122.426254,37.760163,16.0
3737237584,60723528@N00,-122.41132,37.810814,15.0
3672610327,22257962@N00,-122.445384,37.770065,16.0
13895820335,21881956@N05,-122.470067,37.770369,16.0
4675733375,98768385@N00,-122.402687,37.785602,16.0
3245552543,82454098@N00,-122.446296,37.751358,15.0
3447205088,44124466908@N01,-122.418229,37.781545,16.0
2618253866,96541259@N00,-122.418243,37.77861,15.0
3353983639,83391022@N00,-122.39929,37.77719,16.0
3982312977,42995513@N00,-122.417607,37.779504,16.0
9615236991,44124466908@N01,-122.437834,37.775999,16.0
14598431,51035624977@N01,-122.372202,37.81668300000001,16.0
5501000700,89692491@N00,-122.430181,37.80802,13.0
2871366270,23004521@N02,-122.44812,37.790251,7.0
4725757079,38195162@N08,-122.430267,37.806935,12.0
2199295987,44124367601@N01,-122.404432,37.785528,12.0
1803137868,51035687236@N01,-122.412285,37.773394,15.0
6333820512,9690615@N07,-122.413639,37.779686,16.0
10031416806,26216388@N02,-122.412859,37.77283,16.0
7054572095,74135127@N00,-122.402522,37.804011,16.0
3278094186,19283903@N00,-122.43532,37.762971,16.0
4102229770,20055849@N00,-122.400994,37.78583,16.0
5444234213,97863854@N00,-122.420278,37.7875,16.0
2787357205,91785048@N00,-122.409453,37.808648,14.0
6284633432,16462730@N02,-122.369079,37.819648,16.0
6114996143,44124466908@N01,-122.428851,37.769468,15.0
2740286943,37996581290@N01,-122.412543,37.80897,13.0
3860383612,44124466908@N01,-122.398559,37.791519,15.0
862721808,15357170@N00,-122.460308,37.811411,16.0
4600841834,7336367@N02,-122.403241,37.783333,16.0
216108775,63303066@N00,-122.408401,37.788284,16.0
4847407468,27572989@N02,-122.453919,37.804918,16.0
4844575135,83052216@N00,-122.39656200000002,37.789622,16.0
4052258402,50751757@N00,-122.487001,37.769116,16.0
7860487638,12806074@N08,-122.474717,37.809388,13.0
5805731749,13727513@N06,-122.462539,37.7718,9.0
180848239,78425154@N00,-122.414882,37.768509,16.0
4626975005,7336367@N02,-122.399368,37.785681,16.0
6205473555,28875518@N04,-122.415844,37.78816,16.0
6954965762,83052216@N00,-122.4171,37.752497,16.0
6106678061,74588660@N00,-122.422885,37.826734,15.0
5751849394,39976636@N03,-122.452778,37.800555,16.0
3672467075,79483207@N00,-122.466219,37.76974600000001,16.0
3626155226,20885794@N00,-122.404167,37.782833,16.0
3979728617,55514420@N00,-122.421855,37.826395,13.0
5333586074,26686573@N00,-122.480392,37.826514,14.0
4883022929,9462200@N08,-122.445405,37.769217,16.0
4743482250,10011817@N00,-122.418293,37.779517,15.0
764536529,99522061@N00,-122.43164,37.784825,8.0
5129368149,59888866@N00,-122.420326,37.806279,16.0
4130885427,55716492@N00,-122.40794,37.804367,16.0
3880301726,25832718@N00,-122.42,37.7759,16.0
7346686912,99984744@N00,-122.467453,37.803901,15.0
2617710684,98479051@N00,-122.426351,37.759599,16.0
4156334097,18378655@N00,-122.422778,37.826641,16.0
4065698616,13322960@N00,-122.418167,37.786666,16.0
5416193360,85853333@N00,-122.394503,37.794872,16.0
3825556668,56946277@N00,-122.432701,37.7984,16.0
3175862629,44124466908@N01,-122.401095,37.784316,15.0
2754406369,23004521@N02,-122.44812,37.790251,7.0
4102245020,20055849@N00,-122.406483,37.787529,15.0
860895197,51663053@N00,-122.445328,37.769161,11.0
2621583130,93032441@N00,-122.468124,37.77113,16.0
8194001638,9606104@N07,-122.433167,37.784166,16.0
4728294972,32934461@N00,-122.423327,37.827747,16.0
6044036013,37996578656@N01,-122.409302,37.809799,16.0
4701384742,44124466908@N01,-122.402865,37.785232,15.0
1459928975,14878709@N00,-122.406095,37.801998,16.0
4938634118,44124466908@N01,-122.407908,37.788022,15.0
116132998,51035767928@N01,-122.404244,37.775145,16.0
5471484234,12289718@N00,-122.3927,37.782367,16.0
5586530757,33666095@N05,-122.432847,37.77618,16.0
8677587162,15945560@N02,-122.431983,37.807342,11.0
6811982834,79781814@N00,-122.44923500000002,37.803519,15.0
247279407,64825255@N00,-122.405923,37.802375,15.0
4288124809,44124466908@N01,-122.401052,37.785936,16.0
6001798881,48734555@N00,-122.386834,37.795722,16.0
10540726574,82847947@N00,-122.375528,37.822293,15.0
5389814086,94865302@N00,-122.412145,37.781263,16.0
3726510931,18203847@N00,-122.412437,37.803417,16.0
2337695302,7354209@N08,-122.416755,37.779621,15.0
1316137600,90784314@N00,-122.402286,37.801925,15.0
388423339,44124466908@N01,-122.422454,37.76482,15.0
6193691875,41894141136@N01,-122.400815,37.8034,16.0
6061606011,66556457@N02,-122.448806,37.808156,10.0
775080119,68601487@N00,-122.389411,37.77833,16.0
502590641,44124316579@N01,-122.418369,37.753148,15.0
350973789,86151521@N00,-122.511291,37.76264000000001,16.0
6102671743,22467415@N00,-122.402651,37.788823,16.0
12852040724,30007308@N00,-122.41303899999998,37.791816,16.0
8910239,40389616@N00,-122.42383,37.82856500000001,12.0
5379195492,95769700@N00,-122.427259,37.759861,16.0
4448507904,47801073@N07,-122.39028,37.778385,16.0
3688057519,82976024@N00,-122.417907,37.750968,14.0
10443901006,44124466908@N01,-122.433832,37.733298,16.0
2688370098,13334322@N00,-122.483798,37.769554,16.0
8402275002,44124466908@N01,-122.418718,37.75207,16.0
6866907011,29305806@N06,-122.478622,37.782295,15.0
5165557195,44124370018@N01,-122.406342,37.793978,16.0
53653358,39927207@N00,-122.44754,37.753377,16.0
7238800906,51212909@N02,-122.426282,37.759102,16.0
6123972555,44124466908@N01,-122.417902,37.780695,16.0
134413480,33722054@N00,-122.407929,37.782239,16.0
3566314740,33917831@N00,-122.467272,37.802617,16.0
9396501866,62568694@N00,-122.411167,37.778166,16.0
4566428360,19059109@N00,-122.468708,37.770059,16.0
4155891637,20234144@N00,-122.463386,37.726593,16.0
8162210237,44124466908@N01,-122.416834,37.7395,16.0
8333670207,27572989@N02,-122.483385,37.746947,16.0
2608854326,26063910@N00,-122.483305,37.829679,16.0
2527473939,97863854@N00,-122.437222,37.771111,16.0
4324772088,45750259@N05,-122.402228,37.789543,16.0
10988734216,51035749109@N01,-122.432219,37.764218,16.0
2861971776,46633101@N00,-122.512166,37.775333,16.0
8470594952,44124466908@N01,-122.418605,37.779415,16.0
3604875220,15362046@N04,-122.419323,37.758765,14.0
10479581335,34581217@N00,-122.427989,37.789822,16.0
3323479679,23004521@N02,-122.44812,37.790251,7.0
2461863943,48600095270@N01,-122.396476,37.765066,16.0
2222822783,33916783@N00,-122.47953400000002,37.778287,16.0
4359830274,25479668@N00,-122.394636,37.794614,16.0
2341950781,34427469121@N01,-122.399024,37.794325,16.0
6260526493,27109792@N00,-122.416076,37.809224,15.0
6267945629,40040700045@N01,-122.447776,37.769964,16.0
7121029879,50847591@N00,-122.408401,37.774853,16.0
4843703449,15352839@N00,-122.448451,37.769792,16.0
3026000480,23004521@N02,-122.44812,37.790251,7.0
10986979464,40911801@N00,-122.4465,37.7545,16.0
4006771981,33633351@N00,-122.482795,37.769315,15.0
3329656134,29402347@N04,-122.418465,37.779469,15.0
12473133315,40911801@N00,-122.458,37.7635,16.0
3635860014,44124466908@N01,-122.4075,37.788166,16.0
6258094128,17593639@N08,-122.477248,37.809741,16.0
5449518349,97299052@N00,-122.404435,37.780274,16.0
3928470880,44124466908@N01,-122.40749,37.78786,15.0
266524628,18684820@N00,-122.400666,37.803095,16.0
1129204370,82779205@N00,-122.431957,37.752762,16.0
7168787856,98732074@N00,-122.406789,37.807804,16.0
12756784215,34581217@N00,-122.401414,37.792483,16.0
5050457672,71644319@N00,-122.486819,37.769637,15.0
395617598,95286689@N00,-122.48625,37.730335,15.0
4549321285,25678284@N03,-122.421456,37.759516,16.0
10093872424,44547231@N00,-122.486743,37.76968,16.0
2287239504,76875951@N00,-122.468132,37.771026,15.0
2230668970,67961613@N00,-122.41898,37.785215,15.0
2553799885,23004521@N02,-122.44812,37.790251,7.0
5167499423,55774467@N02,-122.454884,37.777329,16.0
3633166951,12252801@N00,-122.396742,37.78133,16.0
3220872963,23004521@N02,-122.44812,37.790251,7.0
2276238105,22426268@N04,-122.422348,37.769943,15.0
2447748023,33956054@N00,-122.391609,37.777923,15.0
2394241148,97863854@N00,-122.421944,37.795833,16.0
4569667903,17065592@N00,-122.432917,37.740988,16.0
6685376561,27572989@N02,-122.483015,37.746918,16.0
9778523082,16919278@N00,-122.447,37.755,16.0
1470538878,38696955@N00,-122.389841,37.778364,14.0
8546051389,82847947@N00,-122.410682,37.78282100000001,16.0
8010566960,74135127@N00,-122.433967,37.776218,15.0
72520920,50769931@N00,-122.428615,37.753683,16.0
9715118191,9751269@N07,-122.386193,37.713701,15.0
10684464045,26112397@N05,-122.406113,37.793602,16.0
3714299530,68062148@N00,-122.411917,37.80838,16.0
2563029767,69449816@N00,-122.469856,37.767826,16.0
8334246296,49042115@N03,-122.429,37.767166,16.0
4917820627,68989113@N00,-122.508287,37.782715,14.0
4799055760,44124466908@N01,-122.419998,37.787384,15.0
3354886691,19149835@N00,-122.510873,37.766136,13.0
3715486558,68062148@N00,-122.43447,37.775563,16.0
6821138891,98732074@N00,-122.405784,37.808373,15.0
2333774927,59955009@N00,-122.457561,37.819548,12.0
5447344686,21424326@N00,-122.414588,37.786566,16.0
88132616,29273052@N00,-122.460179,37.772576,16.0
8075345768,82847947@N00,-122.420402,37.776252,15.0
2406520489,8399025@N07,-122.402297,37.765973,16.0
7110584819,44124466908@N01,-122.404167,37.790666,16.0
4480642541,44124466908@N01,-122.418128,37.776054,15.0
3860759103,95756589@N00,-122.398667,37.784333,16.0
10949357435,44124466908@N01,-122.420804,37.752901,16.0
4528573896,34073237@N04,-122.40235,37.785961,14.0
3403757448,17039160@N00,-122.421667,37.7625,16.0
7193764590,13765406@N07,-122.398419,37.786945,14.0
3205067981,27109792@N00,-122.421823,37.805657,16.0
279125835,13772946@N00,-122.41938799999998,37.826073,14.0
2936655950,24539921@N08,-122.43953700000002,37.806749,14.0
9534848144,44099059@N00,-122.420568,37.76298,16.0
2158203975,17065592@N00,-122.404025,37.771869,16.0
3788174418,74063173@N00,-122.409453,37.793439,16.0
3851059824,42445822@N00,-122.403638,37.780043,15.0
5048978059,54302240@N03,-122.453913,37.776704,15.0
5124363738,11711545@N02,-122.390763,37.778194,15.0
334674965,53546415@N00,-122.449074,37.803714,16.0
3289704572,93879039@N00,-122.400484,37.790777,16.0
3707932834,44048128@N00,-122.416534,37.776413,12.0
8384461583,36791303@N00,-122.409423,37.791164,16.0
1074372457,26608734@N00,-122.42958,37.786996,9.0
8285993628,24527978@N05,-122.421573,37.826402,16.0
5956434529,22829128@N08,-122.498835,37.733147,16.0
2559523151,91598989@N00,-122.463348,37.775394,16.0
496816199,62237499@N00,-122.459385,37.772504,16.0
2747623787,17692430@N00,-122.405998,37.785614,15.0
2812708334,55514420@N00,-122.448527,37.802116,16.0
13650546093,44109449@N03,-122.406063,37.8029,15.0
7198970040,97537971@N00,-122.511398,37.776199,16.0
3702377239,23654380@N00,-122.409927,37.787609,15.0
2844362793,55514420@N00,-122.406009,37.79277800000001,16.0
3134205970,23004521@N02,-122.44812,37.790251,7.0
3054893187,8021736@N06,-122.402683,37.785011,15.0
2596801537,76562640@N00,-122.433561,37.77621,15.0
4390791186,8742308@N06,-122.502418,37.733432,15.0
2588440668,49215231@N00,-122.448806,37.78785900000001,11.0
2506409371,68601487@N00,-122.464144,37.77242,16.0
542062331,40033932@N00,-122.419114,37.756092,16.0
4588016765,23396770@N06,-122.413169,37.76617,16.0
6909962020,16482030@N00,-122.42177,37.778177,16.0
6647361755,47448228@N07,-122.429752,37.75884,13.0
39487910,66922282@N00,-122.402179,37.784579,16.0
4773020174,51035555243@N01,-122.409617,37.75918,16.0
144930763,18684820@N00,-122.424774,37.781298,10.0
9012443470,47357266@N00,-122.450833,37.767833,16.0
407804468,51035555243@N01,-122.39499,37.798017,14.0
4368869139,55716492@N00,-122.477924,37.774726,16.0
9132936014,30682960@N08,-122.396324,37.789963,16.0
2574605868,43681824@N00,-122.423551,37.827094,16.0
8435198101,27572989@N02,-122.393397,37.796135,16.0
8621585633,47646723@N00,-122.4152,37.7745,16.0
5047598693,61775176@N00,-122.51157,37.763908,16.0
129040730,36101699310@N01,-122.478075,37.815776,16.0
3757718136,44124466908@N01,-122.41826100000002,37.7795,16.0
3473167469,87445659@N00,-122.396553,37.793094,15.0
3922603981,51035647214@N01,-122.45836,37.769264,16.0
2994197925,79053562@N00,-122.423446,37.779296,15.0
1571594907,10011817@N00,-122.434989,37.760799,15.0
4343673976,7453283@N02,-122.41295,37.780874,14.0
2382589799,7681507@N02,-122.478761,37.83209,13.0
2998079730,90784314@N00,-122.379992,37.714703,16.0
4579684413,27109792@N00,-122.460431,37.772638,16.0
3002061362,58519896@N00,-122.399411,37.784706,16.0
4421940812,51186333@N00,-122.404158,37.785732,16.0
3224080887,97744281@N00,-122.465972,37.776286,8.0
5433025946,44124466908@N01,-122.417334,37.803833,16.0
4110730310,35468156870@N01,-122.425804,37.785793,10.0
8318337735,44124466908@N01,-122.431309,37.806364,16.0
451414377,33195950@N00,-122.43782,37.781126,10.0
864609345,49503004061@N01,-122.412006,37.807435,15.0
8751182613,72421266@N00,-122.478217,37.817001,16.0
5435246637,55514420@N00,-122.448549,37.802129,16.0
5051147021,81131278@N00,-122.461069,37.769035,16.0
6118642002,90454544@N00,-122.401857,37.77922,15.0
6386535257,51035555243@N01,-122.412878,37.775338,16.0
5341769330,52883897@N00,-122.467453,37.770757,15.0
5758028874,23399885@N00,-122.465559,37.770047,16.0
19913286,57082570@N00,-122.418333,37.775,16.0
8111640866,94246031@N00,-122.504982,37.735799,15.0
5045719409,55514420@N00,-122.51275,37.774395,14.0
3841969418,44048128@N00,-122.410354,37.78998,12.0
578980133,35693279@N00,-122.419651,37.802048,16.0
246101526,13416711@N00,-122.39461,37.794898,16.0
10684888586,26112397@N05,-122.416205,37.808208,16.0
9214070422,44880465@N02,-122.474145,37.808108,16.0
4924445788,44124466908@N01,-122.420989,37.773807,15.0
5232181141,44124466908@N01,-122.420167,37.788333,16.0
354100652,79053562@N00,-122.399464,37.78296,15.0
7256123212,22882695@N00,-122.40319,37.786697,16.0
3336179949,67961613@N00,-122.41265,37.771206,15.0
9685189004,44124466908@N01,-122.40452,37.786298,16.0
3242184558,42445822@N00,-122.39986100000002,37.7651,15.0
361335191,44124466908@N01,-122.399726,37.788063,15.0
3882878369,44124466908@N01,-122.418154,37.779551,15.0
508808883,41259478@N00,-122.43164,37.78374,7.0
5333176753,23609079@N07,-122.433612,37.787222,16.0
10372409005,94246031@N00,-122.412217,37.782183,16.0
8884961184,79781814@N00,-122.433154,37.764493,16.0
5029157396,13334322@N00,-122.491904,37.770339,16.0
2430757238,40468797@N00,-122.429891,37.785656,15.0
5063787855,70806177@N00,-122.476334,37.810333,16.0
3646049195,44124466908@N01,-122.413834,37.78,16.0
91810865,70024880@N00,-122.428421,37.807122,15.0
6305417051,10787737@N02,-122.448517,37.803952,16.0
8180982434,9751269@N07,-122.422649,37.82609,15.0
2587986221,19451080@N00,-122.392684,37.791052,15.0
8173653653,40040700045@N01,-122.387995,37.78100900000001,16.0
5239952417,44124466908@N01,-122.41106200000002,37.779924,15.0
3412779280,8261363@N07,-122.513726,37.779839,16.0
45524620,44124466908@N01,-122.422454,37.76482,15.0
9689828562,51155916@N00,-122.421157,37.757112,16.0
22967245,62392729@N00,-122.389841,37.778389,16.0
4425452822,44124466908@N01,-122.407575,37.788234,15.0
2627350902,51352098@N00,-122.397973,37.79225200000001,16.0
11422420203,87164784@N00,-122.390031,37.789488,16.0
13174900655,87912923@N00,-122.419403,37.774897,16.0
2074669778,44124466908@N01,-122.401224,37.783935,15.0
5626624908,19149835@N00,-122.480278,37.723483,16.0
6292943818,19268834@N00,-122.390012,37.79154000000001,16.0
4424928303,44124466908@N01,-122.414283,37.786605,15.0
203345077,44124365893@N01,-122.452465,37.748702,16.0
4145633769,38956330@N00,-122.40752,37.787988,16.0
8283244382,53233802@N07,-122.412664,37.771003,16.0
6300907649,10787737@N02,-122.40927,37.808413,16.0
4975411363,73549660@N00,-122.477678,37.812301,16.0
379065278,89114959@N00,-122.421963,37.764413,16.0
10683989394,26112397@N05,-122.430858,37.785733,16.0
496674789,10011817@N00,-122.434371,37.763206,15.0
5130449560,44124466908@N01,-122.418,37.7795,16.0
12730800165,96223380@N02,-122.420974,37.752163,16.0
4516552609,15089406@N00,-122.395334,37.795559,15.0
5800079283,38331851@N00,-122.506667,37.787222,16.0
4749507550,91772175@N00,-122.414833,37.754,16.0
944617352,8173583@N04,-122.416244,37.780314,16.0
10390707755,71401076@N00,-122.421084,37.756746,16.0
586305146,17065592@N00,-122.401591,37.794225,16.0
149046437,18684820@N00,-122.424774,37.781298,10.0
3076702648,26953850@N04,-122.434773,37.760879,15.0
4265313442,44048128@N00,-122.40411,37.7855,15.0
4543734476,25220804@N08,-122.401385,37.783909,15.0
5035552364,47523448@N00,-122.400183,37.783846,16.0
2050542871,7427144@N05,-122.447497,37.75342,15.0
5871996436,28728868@N06,-122.402506,37.784778,16.0
7230379436,34553058@N03,-122.421234,37.807436,16.0
8422218772,24431382@N03,-122.40007,37.716186,16.0
3540912341,30690694@N05,-122.437734,37.77411,14.0
8345496530,87989454@N00,-122.388317,37.789709,15.0
2100018042,51773066@N00,-122.401878,37.790991,11.0
43820448,33722054@N00,-122.434628,37.760757,16.0
71149251,51035555243@N01,-122.393542,37.795508,16.0
6659211467,44124466908@N01,-122.419667,37.762666,16.0
4397074139,90753023@N00,-122.513833,37.778666,16.0
2355098498,12404620@N08,-122.434558,37.789031,12.0
2391954363,54259492@N00,-122.39764,37.794881,16.0
5269831826,44124466908@N01,-122.412124,37.779305,15.0
225376793,55281377@N00,-122.413111,37.780284,16.0
10985952713,20721230@N00,-122.392809,37.778591,16.0
4186062434,44124466908@N01,-122.42855,37.763469,15.0
11329457884,84531937@N00,-122.389401,37.778338,16.0
123580715,42298909@N00,-122.502976,37.71062,16.0
1353606494,17065592@N00,-122.4126,37.77105200000001,16.0
8519836884,23748404@N00,-122.401631,37.78955,16.0
6928671842,36521956509@N01,-122.397289,37.785042,16.0
13360366185,26216388@N02,-122.510231,37.769441,16.0
532206406,50815861@N00,-122.395768,37.765312,16.0
8539026379,55716492@N00,-122.451334,37.724166,16.0
4529836095,43661283@N00,-122.401642,37.783597,14.0
1196667238,75964373@N00,-122.442985,37.76416,15.0
4758758492,65105635@N00,-122.445834,37.793166,16.0
2573852651,43681824@N00,-122.411577,37.781476,16.0
3436980502,84538755@N00,-122.403659,37.759587,14.0
8639903970,73293249@N00,-122.446667,37.755,16.0
6262805782,81438226@N00,-122.460195,37.772444,16.0
5066289164,54704595@N03,-122.402071,37.800781,14.0
2221154315,23004521@N02,-122.44812,37.790251,7.0
4061590103,36521956509@N01,-122.418534,37.753536,16.0
3029506396,10011817@N00,-122.396537,37.783248,15.0
4452894987,44124466908@N01,-122.410186,37.788047,15.0
8694946964,89333651@N00,-122.466334,37.769666,16.0
5144568246,44124466908@N01,-122.404046,37.787632,15.0
8958651400,84869068@N03,-122.423744,37.78184,11.0
8480029907,44124466908@N01,-122.418667,37.779333,16.0
3842267300,94329335@N00,-122.498052,37.776159,14.0
5626087105,40911801@N00,-122.371441,37.8278,16.0
2861789118,10011817@N00,-122.434646,37.760906,15.0
14015072615,31411879@N00,-122.409834,37.772833,16.0
3598891554,28523702@N04,-122.412887,37.771018,15.0
4695350565,42414981@N00,-122.409013,37.795898,15.0
5658310783,44124466908@N01,-122.437616,37.773284,16.0
774357974,20109792@N00,-122.435631,37.795881,13.0
8685908365,8563030@N08,-122.418572,37.752478,15.0
3934928400,23004521@N02,-122.44812,37.790251,7.0
8985157176,30894945@N04,-122.51157,37.780288,16.0
