2343,3121547816,6acc36b717d42cfa66d380af9fb35d68,20688578@N00,BrownGuacamole,18-12-2008,1229726212,NIKON+CORPORATION+NIKON+D70,pic+10009,,"50mm+f%2F1.4d,ernie,nikkor+50mm+f%2F1.4d,nikon+50mm+f%2F1.4d,shirley",,-122.455941,37.786559000000004,16.0,http://www.flickr.com/photos/20688578@N00/3121547816/,http://farm4.staticflickr.com/3079/3121547816_5e56f69a83.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,3079,4,5e56f69a83,7b93efb9bb,jpg,0,,
2897,4564610938,c4d49d5ddcc6ab43fee953259dc3132,45013875@N00,mattymatt,29-04-2010,1272589629,Apple+iPhone+3GS,My+%22name%22+in+the+paper,Just+this+once%2C+I+waived+my+regular+commenting+fee.,,,-122.436167,37.762,16.0,http://www.flickr.com/photos/45013875@N00/4564610938/,http://farm4.staticflickr.com/3556/4564610938_324fdef138.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,3556,4,324fdef138,97b4877e0c,jpg,0,,
2980,8453794735,2dfd1cc010b1cd59212bf6ff1f30d162,43498286@N00,Carnesaurus,07-02-2013,1360283927,,,,"instagram+app,iphoneography,square,square+format,x-pro+ii","foursquare%3Avenue%3D4ae7f23af964a520e7ad21e3,uploaded%3Aby%3Dinstagram",-122.4119,37.788102,16.0,http://www.flickr.com/photos/43498286@N00/8453794735/,http://farm9.staticflickr.com/8518/8453794735_1995819d88.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,8518,9,1995819d88,0c6001485c,jpg,0,,
3437,4618626157,a08cf375438b1d26f9f63449ef53af,53022145@N00,George+Monet,16-05-2010,1274201486,Canon+EOS+7D,Bay+To+Breakers,Bay+To+Breakers%0ASan+Francisco%0AWebMission,,,-122.44193999999999,37.773598,13.0,http://www.flickr.com/photos/53022145@N00/4618626157/,http://farm4.staticflickr.com/3380/4618626157_7a36f9323f.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3380,4,7a36f9323f,1b55b2bf21,jpg,0,,
3565,317691209,784a3767eedc18a2d67f40145d0737,33328641@N00,dspain,08-12-2006,1165660188,Canon+PowerShot+S3+IS,IMG_0139,,discovery+mining,,-122.455469,37.801103000000005,16.0,http://www.flickr.com/photos/33328641@N00/317691209/,http://farm1.staticflickr.com/144/317691209_ef93bc50ce.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,144,1,ef93bc50ce,ef93bc50ce,jpg,0,,
4620,7066751805,eee892ed3f7af9362c7a4491ffce124,28577026@N02,Allie_Caulfield,28-03-2012,1334120798,SONY+SLT-A77V,2012-03-28+03-29+San+Francisco+062+Telegraph+Hill,,"2012,77,77v,alpha,america,amerika,area,bay,bild,california,cc,center,city,downtown,flickr,foto,fr%C3%BChling,francisco,geo,hi-res,high,image,innenstadt,jpeg,jpg,kalifornien,m%C3%A4rz,photo,picture,resolution,san,silicon,slt-a77,sony,spring,stockphoto,valley",,-122.40551699999999,37.802458,16.0,http://www.flickr.com/photos/28577026@N02/7066751805/,http://farm6.staticflickr.com/5455/7066751805_b54cca3bb4.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,5455,6,b54cca3bb4,4282e59d6c,jpg,0,,
6654,7153846207,9d9918cda34a43cb11336d370cc8df4,79551604@N00,juliusbulius,07-05-2012,1336423682,,Wing+Chun+lessons+officially+offered%21,,"instagram+app,iphoneography,square,square+format,valencia","foursquare%3Avenue%3D4de7f640d1648c97962734d7,uploaded%3Aby%3Dinstagram",-122.404198,37.770577,16.0,http://www.flickr.com/photos/79551604@N00/7153846207/,http://farm6.staticflickr.com/5079/7153846207_3ba76f9bb2.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5079,6,3ba76f9bb2,957e553c52,jpg,0,,
6929,2947800504,fc96e692f18188a024db63397cd11062,7491409@N05,National+Peace+Corps+Association,05-10-2008,1224184471,Canon+IXY+DIGITAL+700,IMG_1685,,,,-122.457776,37.771868,14.0,http://www.flickr.com/photos/7491409@N05/2947800504/,http://farm4.staticflickr.com/3203/2947800504_36448fcc7e.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,3203,4,36448fcc7e,962eb0bb01,jpg,0,,
7095,1807559533,cf15bb94b167ad8915befdcee8c0efde,71453924@N00,Nemo%27s+great+uncle,30-10-2007,1193830541,OLYMPUS+IMAGING+CORP.+SP550UZ,%232076+my+hotel,My+room%27s+at+the+back%2C+facing+the+Ritz+Carlton+up+Stockton.,"bush+street,hotel,juliana,san+francisco,sfo,stockton+street",,-122.40730500000001,37.790277,16.0,http://www.flickr.com/photos/71453924@N00/1807559533/,http://farm3.staticflickr.com/2332/1807559533_66cd641a2e.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2332,3,66cd641a2e,1096161f31,jpg,0,,
7405,4042261720,d099c221ee479ff3bf3cbb5aebab1c,44124466908@N01,Steve+Rhodes,24-10-2009,1256460285,NIKON+CORPORATION+NIKON+D40X,Rock+the+Bike+at+San+Francisco+350+International+Day+of+Climate+Action,%3Ca+href%3D%22http%3A%2F%2Frockthebike.com%2Frides%2Fsf-cruisers%2Fevents%2F2009-oct%2Fpedal-powering-climate-justice-rally-just%22+rel%3D%22nofollow%22%3Erockthebike.com%2Frides%2Fsf-cruisers%2Fevents%2F2009-oct%2Fpedal-p...%3C%2Fa%3E%0A%0A%28they+will+also+be+in+Marx+Meadow+in+Golden+Gate+Park+on+Sunday%2C+October+25th0%0A%0A%3Ca+href%3D%22http%3A%2F%2Frockthebike.com%22+rel%3D%22nofollow%22%3Erockthebike.com%3C%2Fa%3E%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.350.org%2Fsf%22+rel%3D%22nofollow%22%3Ewww.350.org%2Fsf%3C%2Fa%3E%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.350.org%22+rel%3D%22nofollow%22%3Ewww.350.org%3C%2Fa%3E,"10%2F24%2F09,10-24-2009,2009,24-10-09,24-10-2009,350,350.org,350ppm,activism,bicycles,bikes,ca,california,climate+change,day+of+worldwide+action+against+global+warming,embarcadero,environment,global+warming,green,international+day+of+climate+action,justin+herman+plaza,oct,october,october+2009,october+24%2C+2009,october09,pedal+power,protest,rock+the+bike,san+francisco,sf",,-122.394218,37.794338,15.0,http://www.flickr.com/photos/44124466908@N01/4042261720/,http://farm3.staticflickr.com/2668/4042261720_bc64b5e39a.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2668,3,bc64b5e39a,c8821e65c8,jpg,0,,
7571,6247749454,8988719771b4d73d50433f06451043,33093170@N03,davidivins,09-10-2011,1318713537,google+Nexus+S+4G,IMG_20111009_095625,,,,-122.400278,37.806388,16.0,http://www.flickr.com/photos/33093170@N03/6247749454/,http://farm7.staticflickr.com/6057/6247749454_1bf0838aee.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,6057,7,1bf0838aee,c50b232e53,jpg,0,,
8083,4887123460,6498d7961e0ca5858d89ed4ef66e,44124466908@N01,Steve+Rhodes,12-08-2010,1281666593,NIKON+CORPORATION+NIKON+D90,Prop+8+stay+decision+at+San+Francisco+City+Hall+259,People+waited+in+front+of+City+Hall+and+couples+lined+up+at+the+County+Clerk%27s+office+hoping+to+get+married.++A+ruling+was+anticipated+between+9+am+and+noon.%0A%0AAfter+noon%2C+people+cheered+as+they+heard+the+stay+had+been+lifted%2C++But+after+reading+a+PDF+of+the+decision+on+an+iPad%2C+people+learned+stay+won%27t+be+lifed+til+5+pm+on+Aug+18th+%28if+another+court+doesn%27t+overturn+Judge+Walker+or+grant+more+time%29%0A%0A%3Ca+href%3D%22http%3A%2F%2Fprop8trialtracker.com%2F2010%2F08%2F12%2Fbreaking-judge-walker-to-lift-stay-on-prop-8-ruling-on-august-18th%2F%22+rel%3D%22nofollow%22%3Eprop8trialtracker.com%2F2010%2F08%2F12%2Fbreaking-judge-walker-to...%3C%2Fa%3E+%28includes+link+to+a+PDF+of+the+decision%29%0A%0AMore+analysis+will+be+posted+at%0A%0A%3Ca+href%3D%22http%3A%2F%2Fprop8trialtracker.com%22+rel%3D%22nofollow%22%3Eprop8trialtracker.com%3C%2Fa%3E%0A%0APhotos+from+last+week+%26+over+the+last+few+years%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fphotos%2Fari%2Fcollections%2F72157608822057843%2F%22%3Ewww.flickr.com%2Fphotos%2Fari%2Fcollections%2F72157608822057843%2F%3C%2Fa%3E%0A%0AMore+on+trial+and+Judge+Walker%27s+ruling%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.equalrightsfoundation.org%22+rel%3D%22nofollow%22%3Ewww.equalrightsfoundation.org%3C%2Fa%3E%0A%0ALink+to+PDF+of+his+Prop+8+decision%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.equalrightsfoundation.org%2Flegal-filings%2Fdistrict-court-decision%2F%22+rel%3D%22nofollow%22%3Ewww.equalrightsfoundation.org%2Flegal-filings%2Fdistrict-cour...%3C%2Fa%3E%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.eqca.org%22+rel%3D%22nofollow%22%3Ewww.eqca.org%3C%2Fa%3E,"august,august+2010,ca,california,city+hall,gay+marriage,gay+rights,glbt,glbt+rights,law,legal,marriage,marriage+equality,nikon,nikon+d90.+d90,prop+8,proposition+8,ruling+on+prop+8+stay,san+francisco,san+francisco+city+hall",,-122.419195,37.779432,15.0,http://www.flickr.com/photos/44124466908@N01/4887123460/,http://farm5.staticflickr.com/4082/4887123460_acf31624f8.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,4082,5,acf31624f8,195e8d349a,jpg,0,,
8235,3105910588,4c79a38faabcdd19bb1333af4cf04326,82173624@N00,Chris.Gray,14-12-2008,1229206887,,Pillbox+on+the+yard,The+exterior+wall%2C+with+a+pillbox+that+would+be+treacherous+to+access+now.,"alcatraz,fence,pillbox,wall,yard",,-122.42361499999998,37.826637,16.0,http://www.flickr.com/photos/82173624@N00/3105910588/,http://farm4.staticflickr.com/3008/3105910588_1715ba11b7.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3008,4,1715ba11b7,70cf7fa241,jpg,0,,
8398,307096702,633dc49a3c8f5d43bd86434fd4e697,46216844@N00,jacampos,28-04-2004,1164586363,FUJIFILM+FinePix4800+ZOOM,Marina+District,,"bay,boats,california,dock,marina,sail,san+francisco",,-122.44671399999999,37.806787,16.0,http://www.flickr.com/photos/46216844@N00/307096702/,http://farm1.staticflickr.com/106/307096702_c0ae43341b.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,106,1,c0ae43341b,c0ae43341b,jpg,0,,
8419,8052380396,aa32ceae982fac31771b3db437ed5ae8,49503048699@N01,miyagawa,03-10-2012,1349316918,Panasonic+DMC-GX1,P1120355_DxO,,,,-122.3946,37.7865,16.0,http://www.flickr.com/photos/49503048699@N01/8052380396/,http://farm9.staticflickr.com/8316/8052380396_1ec8ba242f.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,8316,9,1ec8ba242f,25868ff045,jpg,0,,
8905,3304414029,a8f81f4025cad613c812b85f539d9b6,71401718@N00,Wonderlane,19-02-2009,1235433412,NIKON+CORPORATION+NIKON+D70,Bemused.+Nick+Boseck+on+Twin+Peaks%2C+San+Francisco%2C+California%2C+USA,,"1721,bemused,california,cities,city,city+by+the+bay,contemporary,high+above,modern,nick+boseck,san+francisco,twin+peaks,twin+peaks+park,urban,us,usa,winter+water+city,wonderlane",,-122.4449,37.752990000000004,13.0,http://www.flickr.com/photos/71401718@N00/3304414029/,http://farm4.staticflickr.com/3300/3304414029_1937da1153.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,3300,4,1937da1153,4a19d53799,jpg,0,,
9644,12282870655,faf6e2a850e156a3aa99eaa3121f54a,81851947@N00,NatBat,01-02-2014,1391410038,Apple+iPhone+5s,Humphry+Slocombe+ice+cream,,humphry+slocombe,"flickriosapp%3Afilter%3Dnofilter,uploaded%3Aby%3Dflickr_mobile",-122.411961,37.75281,16.0,http://www.flickr.com/photos/81851947@N00/12282870655/,http://farm4.staticflickr.com/3754/12282870655_92f77c4e5b.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,3754,4,92f77c4e5b,e10b462255,jpg,0,,
10275,8513481430,cb4f352da8bd818b4d5c84819dfbafa,77001263@N00,raimundo+hamilton,07-09-2012,1361978983,Apple+iPhone+4S,IMG_3350,San+Francisco%2C+CA%2C+USA,"california,san+francisco,usa",,-122.403834,37.787333000000004,16.0,http://www.flickr.com/photos/77001263@N00/8513481430/,http://farm9.staticflickr.com/8391/8513481430_2633ea1d1a.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,8391,9,2633ea1d1a,90d4daea15,jpg,0,,
11170,4529830482,3a76e4fe19651797f97eb95393567f8f,55514420@N00,davidyuweb,17-04-2010,1271552064,,Northern+California+Cherry+Blossom+Festival+April+17+2010,Northern+California+Cherry+Blossom+Festival+April+17+2010,"17,2010,april,blossom,california,cherry,festival,northern",,-122.43055700000001,37.785338,16.0,http://www.flickr.com/photos/55514420@N00/4529830482/,http://farm5.staticflickr.com/4049/4529830482_6794985f7e.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,4049,5,6794985f7e,7e308db7f6,jpg,0,,
11245,5269843200,47c7a6336d25ddaefaa5d02dcb9f4caf,44124466908@N01,Steve+Rhodes,16-12-2010,1292624378,NIKON+CORPORATION+NIKON+D7000,DSC_4362.jpg,,"2010,anti-war+protest,federal+building,peace,protest,san+francisco,san+francisco+federal+building,sf,war",,-122.412124,37.779305,15.0,http://www.flickr.com/photos/44124466908@N01/5269843200/,http://farm6.staticflickr.com/5121/5269843200_4b33d0abb8.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,5121,6,4b33d0abb8,b8b33bce5e,jpg,0,,
11252,4099536913,afc539ce6ab1993f49e84873374627,7972318@N06,quidquid,07-11-2009,1258098116,,IMG_0267,,"bridge,sf,skyline,sunset,water",,-122.370166,37.8095,16.0,http://www.flickr.com/photos/7972318@N06/4099536913/,http://farm3.staticflickr.com/2433/4099536913_f546a1ae2a.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,2433,3,f546a1ae2a,4ee59a8ee5,jpg,0,,
11640,3354892919,892296c4aa79e037532312ffdd697230,62449696@N00,kurafire,14-03-2009,1237090950,,Me+and+Neko,Taken+by+%40wisequark,"cat,cats,faruk+ate%C5%9F,faruk+ates,kurafire,neko",,-122.43116699999999,37.7655,16.0,http://www.flickr.com/photos/62449696@N00/3354892919/,http://farm4.staticflickr.com/3097/3354892919_acd30d2806.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,3097,4,acd30d2806,930102932c,jpg,0,,
11657,5601959835,83c5ef90ed4c6b5743367d99c657e0,60323517@N02,patriotizzy,08-04-2011,1302329666,SAMSUNG+WB5500+%2F+VLUU+WB5500+%2F+SAMSUNG+HZ50W,Audience,Embarcadero,"california,city,face,francisco,hz50w,people,random,samsung,san,shot",,-122.41318700000001,37.808669,16.0,http://www.flickr.com/photos/60323517@N02/5601959835/,http://farm6.staticflickr.com/5023/5601959835_57bb245ce7.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,5023,6,57bb245ce7,e70ba7e826,jpg,0,,
11897,390804577,d7954efcad1cd9a354a5dea3c9cc2c68,22257962@N00,Dave+Schumaker,14-02-2007,1171512467,NIKON+CORPORATION+NIKON+D80,Feathers+in+the+Hair,,"2007,pillow+fight,pillow+fight+club,san+francisco,valentines+day",upcoming%3Aevent%3D147538,-122.39429299999999,37.794512,16.0,http://www.flickr.com/photos/22257962@N00/390804577/,http://farm1.staticflickr.com/126/390804577_ad64855eb0.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,126,1,ad64855eb0,ad64855eb0,jpg,0,,
12030,4859715714,1ded7eeaadcc14bc2431fbcfa61a22cc,94734319@N00,Mikol,23-10-2009,1280909341,Apple+iPhone+3G,IMG_0800,,"%E2%80%9Ckitchen+remodel%E2%80%9D,westwood+park",,-122.45766699999999,37.729,16.0,http://www.flickr.com/photos/94734319@N00/4859715714/,http://farm5.staticflickr.com/4118/4859715714_e08a8005ea.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,4118,5,e08a8005ea,e89e090f24,jpg,0,,
12053,9704724111,3916ccc91e813e7fdb63c5616924,77179348@N00,theplaz,02-09-2013,1378700301,Panasonic+DMC-ZS19,P1020911,,,,-122.45201200000001,37.803872,16.0,http://www.flickr.com/photos/77179348@N00/9704724111/,http://farm3.staticflickr.com/2862/9704724111_3b23456fb4.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,2862,3,3b23456fb4,26092ba1b0,jpg,0,,
